1951,10;1 0,1 1,1 2,1 0,2 1,2 2,1 3,13 2,1 3,2 2,6 3,3 2,6 1,1 2,2 1,1 0,2 1,1 2,6 1,1 2,9 1,2 0,1 3,2 2,7 0,1 1,15 0,2 0,1 2,1 6,1 5,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,14 0,
1961,10;1 0,1 1,1 2,1 0,1 2,2 1,1 3,1 2,1 3,1 1,1 2,2 3,7 2,1 3,3 2,1 3,1 2,1 3,1 2,2 3,1 1,2 2,1 1,4 0,4 1,1 0,5 1,1 2,2 1,3 2,7 1,1 0,1 1,1 2,1 6,1 4,1 3,15 0,11 0,1 6,1 5,1 0,1 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,12 0,
1971,9;1 0,1 1,1 2,3 0,1 1,2 3,2 2,1 1,4 3,1 2,3 3,1 2,2 3,2 2,1 3,5 2,3 1,1 0,14 1,1 2,1 1,4 2,5 1,2 2,2 1,1 2,1 3,1 4,1 2,10 0,1 1,15 0,2 0,2 3,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,12 0,0 0,
1980,9;1 0,1 2,1 3,1 0,1 1,2 0,1 2,1 3,3 2,4 3,1 2,1 3,1 2,1 3,1 2,2 3,2 2,1 3,4 2,1 3,5 1,2 0,4 1,1 2,9 1,1 2,1 1,3 2,1 1,1 2,1 1,2 2,1 1,4 2,1 3,10 0,3 1,15 0,2 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,12 0,
1989,9;6 0,1 3,1 2,1 4,1 3,2 2,3 3,1 4,1 2,2 3,1 2,1 3,1 2,2 3,3 2,3 3,2 2,4 1,3 0,1 1,1 2,1 0,2 1,1 2,4 1,1 2,1 1,4 2,3 1,1 2,2 3,1 2,4 3,1 4,2 2,10 0,2 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,14 0,0 0,
1998,10;2 0,1 1,4 0,1 3,1 4,1 2,1 1,1 2,1 3,2 4,5 3,1 2,1 3,1 2,1 3,4 2,1 3,2 2,1 1,3 2,1 1,3 0,1 1,1 0,3 1,1 2,2 1,1 2,1 1,1 2,1 1,1 2,1 1,2 2,1 1,3 2,2 4,2 3,1 4,2 3,1 4,2 2,10 0,2 2,1 0,1 1,1 2,15 0,3 0,1 3,2 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,5 0,
2008,9;2 0,2 1,3 0,1 2,2 3,1 2,1 1,1 2,2 3,1 4,1 2,3 3,15 2,2 1,1 0,3 1,1 0,7 1,3 2,3 1,3 2,1 3,1 4,2 5,2 2,3 4,2 3,1 2,8 0,1 1,1 3,1 4,1 0,1 2,1 3,1 2,15 0,2 0,2 2,1 3,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,5 0,0 0,
2017,9;3 0,1 3,1 0,1 1,2 2,4 1,1 2,2 3,1 5,1 3,1 2,2 3,1 2,1 3,3 2,1 1,5 2,3 3,1 2,1 1,1 0,5 1,1 2,1 0,2 1,6 2,2 1,4 2,1 3,1 4,2 5,1 3,2 1,3 2,2 3,1 2,7 0,1 2,2 5,1 2,1 1,1 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,11 0,
2026,10;4 0,1 1,1 2,1 0,1 2,4 1,1 2,4 4,3 3,4 2,2 1,6 2,2 3,1 2,1 1,1 0,2 1,7 2,4 1,1 2,1 1,1 2,1 1,3 2,1 3,1 4,1 3,1 5,1 4,1 3,1 1,3 0,1 2,1 3,1 2,1 3,1 4,4 0,2 2,1 3,1 7,1 8,1 5,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,13 0,0 0,
2036,10;2 0,1 1,1 0,6 1,1 0,2 2,2 3,2 4,3 3,4 2,1 1,1 2,1 3,1 2,1 1,3 2,2 3,3 1,1 2,1 1,1 3,3 2,1 3,3 2,2 1,1 4,1 2,1 1,1 2,1 1,1 2,1 1,2 2,1 4,1 5,1 6,1 4,1 3,1 1,4 0,3 2,1 4,2 0,2 1,1 3,2 4,2 6,1 3,2 0,2 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,9 0,
2046,9;2 0,1 1,1 0,1 1,1 0,2 4,2 2,2 1,1 3,1 4,3 5,3 4,8 2,1 1,6 2,2 1,3 2,5 3,3 2,2 1,1 2,1 1,2 2,1 1,1 2,1 1,1 2,1 3,3 6,3 2,3 0,4 2,1 4,1 5,1 2,1 3,1 4,1 5,1 6,1 7,1 6,1 2,2 0,2 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,9 0,
2055,10;2 0,4 1,2 2,1 3,1 1,1 2,1 1,1 2,2 3,1 5,1 6,2 3,4 2,1 3,1 2,1 3,2 2,1 1,1 2,1 3,1 2,2 3,1 2,2 1,3 2,7 3,4 2,1 1,2 2,1 1,1 2,3 1,1 4,2 3,1 2,1 3,1 1,3 0,3 2,1 3,1 5,1 7,1 5,2 2,1 5,2 8,1 4,1 1,1 2,1 3,1 1,1 5,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,9 0,
2065,10;1 0,1 2,1 3,4 0,1 1,3 2,1 1,1 2,1 4,3 5,3 3,1 1,1 2,1 1,2 2,1 3,2 2,2 1,1 2,1 3,3 2,3 1,1 2,1 3,1 2,2 3,1 2,2 4,2 2,1 3,1 1,3 2,2 1,1 0,1 1,1 2,1 0,1 2,1 3,2 2,1 1,6 0,1 2,1 3,1 6,1 7,1 5,1 4,1 0,1 4,1 5,1 6,1 3,2 4,1 2,1 4,1 7,1 6,1 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,7 0,0 0,
2075,9;1 0,1 4,1 1,1 0,1 1,1 0,1 1,1 2,2 1,3 2,1 3,2 5,1 6,1 3,2 2,2 1,3 2,1 3,1 2,3 1,2 2,1 1,3 2,1 1,2 2,1 3,1 2,1 3,1 4,1 3,2 4,1 3,3 4,1 3,1 2,1 1,1 2,2 1,1 0,1 1,4 0,2 2,7 0,1 2,1 4,1 5,1 6,1 5,1 0,1 2,1 3,1 2,1 3,1 6,1 7,2 6,2 7,1 4,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,7 0,
2084,10;1 0,2 3,1 2,3 0,1 1,3 0,1 1,2 2,2 4,1 5,1 4,1 2,2 1,1 0,2 2,1 1,1 2,3 0,1 1,1 2,1 1,3 2,1 1,2 2,1 3,1 2,3 3,1 4,1 5,1 3,3 4,1 5,1 4,3 2,1 1,15 0,1 0,4 3,1 2,2 0,1 1,2 3,1 5,1 6,2 8,1 7,1 6,1 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,7 0,
2094,10;1 0,1 3,1 2,10 0,1 1,1 2,2 3,1 1,13 0,1 1,1 0,6 1,4 2,7 3,1 2,2 1,15 0,4 0,1 1,8 0,1 4,2 6,1 7,1 5,1 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,8 0,0 0,
2104,9;1 0,2 2,12 0,1 1,13 0,1 1,5 0,1 1,1 0,1 1,3 0,2 1,1 2,1 1,1 2,1 1,1 2,2 1,15 0,15 0,2 0,3 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,10 0,
2113,10;15 0,15 0,13 0,1 1,1 0,3 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,2 0,0 0,
2123,10;1 0,2 3,15 0,12 0,1 1,11 0,5 1,1 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,2 0,0 0,
2133,10;1 0,1 1,1 2,10 0,1 1,15 0,1 0,1 1,1 0,1 1,1 0,9 1,5 2,2 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,
2143,10;15 0,15 0,3 0,1 1,2 0,1 1,2 0,1 1,2 0,6 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,2 0,0 0,
2153,10;15 0,15 0,3 0,1 1,8 0,2 1,1 0,1 1,1 0,1 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,2 0,0 0,
2163,10;15 0,15 0,10 0,1 1,6 0,1 1,1 0,1 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,
2173,10;15 0,15 0,4 0,9 1,1 0,1 1,1 0,4 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,
2183,10;15 0,15 0,4 1,5 2,2 3,1 2,2 1,6 2,2 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,13 0,0 0,
2193,11;15 0,12 0,1 1,1 2,1 1,6 2,4 3,3 2,4 3,1 2,1 3,3 2,3 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,10 0,0 0,
2204,10;2 0,1 1,4 0,1 1,1 0,3 1,1 2,3 1,10 0,1 1,1 2,2 3,1 4,2 3,3 4,2 5,1 4,1 5,9 4,1 3,1 4,1 2,1 3,4 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,8 0,
2214,10;1 0,1 3,1 5,4 0,1 2,2 3,1 2,1 3,1 2,2 3,1 2,1 3,1 2,1 1,1 2,1 3,2 2,1 0,1 2,3 1,1 2,1 3,1 4,1 5,2 4,1 6,2 4,2 5,4 6,6 5,2 4,2 3,1 4,1 3,1 2,1 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,8 0,
2224,10;2 0,1 2,1 1,2 0,1 1,2 2,1 3,1 2,1 3,1 2,1 4,4 3,1 2,3 3,1 1,1 0,1 1,1 0,2 1,1 2,2 4,1 3,1 4,1 5,2 6,1 5,2 6,1 5,2 6,1 7,2 6,5 5,1 4,1 3,1 4,1 3,1 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,10 0,0 0,
2234,10;1 0,1 2,1 1,1 0,1 2,3 1,1 2,1 3,1 5,6 3,1 2,3 3,1 4,1 2,1 1,1 0,1 1,2 0,1 3,1 2,1 3,1 4,2 5,1 4,3 6,2 5,5 6,1 5,1 6,3 5,2 4,2 3,1 1,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,10 0,0 0,
2244,11;1 0,1 2,1 3,1 1,1 2,2 0,1 1,1 2,1 3,1 4,4 3,1 4,2 3,1 4,1 5,2 4,1 3,1 1,1 0,1 1,1 2,1 1,1 2,1 3,1 2,1 3,1 4,1 6,1 5,1 7,4 5,1 7,2 6,2 5,1 6,4 5,2 4,1 3,1 2,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,15 0,11 0,0 0,
